"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Sep 30 00:51:59 GMT 2023","Sat Sep 30 00:52:29 GMT 2023","30409","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"passed","Sat Sep 30 00:55:59 GMT 2023","Sat Sep 30 00:56:06 GMT 2023","7377","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"passed","Sat Sep 30 00:51:40 GMT 2023","Sat Sep 30 00:51:40 GMT 2023","222","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"passed","Sat Sep 30 01:06:30 GMT 2023","Sat Sep 30 01:06:47 GMT 2023","16966","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта vk.ru",""
"passed","Sat Sep 30 01:01:42 GMT 2023","Sat Sep 30 01:01:48 GMT 2023","6487","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_10000_to_14999rub_smoke",""
"passed","Sat Sep 30 01:08:17 GMT 2023","Sat Sep 30 01:08:24 GMT 2023","7097","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"skipped","Sat Sep 30 00:55:43 GMT 2023","Sat Sep 30 00:55:43 GMT 2023","436","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 021 Доставка товара весом до 4500кг. в синей зоне",""
"skipped","Sat Sep 30 01:06:04 GMT 2023","Sat Sep 30 01:06:23 GMT 2023","18416","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта OK.ru",""
"passed","Sat Sep 30 00:46:12 GMT 2023","Sat Sep 30 00:46:19 GMT 2023","7000","tests","test_main_page","TestMainPage","","","TC 002 - проверка title на главной странице",""
"skipped","Sat Sep 30 00:50:50 GMT 2023","Sat Sep 30 00:50:51 GMT 2023","1278","tests","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"passed","Sat Sep 30 01:08:30 GMT 2023","Sat Sep 30 01:08:43 GMT 2023","12545","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"passed","Sat Sep 30 01:00:20 GMT 2023","Sat Sep 30 01:00:30 GMT 2023","10070","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_7500_9999rub_smoke",""
"passed","Sat Sep 30 01:07:30 GMT 2023","Sat Sep 30 01:07:36 GMT 2023","6082","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"passed","Sat Sep 30 00:51:31 GMT 2023","Sat Sep 30 00:51:31 GMT 2023","225","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"passed","Sat Sep 30 00:56:51 GMT 2023","Sat Sep 30 00:56:59 GMT 2023","8288","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_10000_14999rub_smoke",""
