"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 03 00:54:30 GMT 2024","Fri May 03 00:54:31 GMT 2024","145","tests.catalog","test_catalog_page","TestCatalogPage","","","003_positive_pic_stroymateriali_smoke(catalog)",""
"passed","Fri May 03 01:10:45 GMT 2024","Fri May 03 01:10:53 GMT 2024","8364","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_there_is_no_discount_for_unauthorized_customer_red_prices_smoke",""
"skipped","Fri May 03 00:58:05 GMT 2024","Fri May 03 00:58:05 GMT 2024","334","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 017 Доставка товара весом до 400кг. в синей зоне",""
"passed","Fri May 03 01:03:59 GMT 2024","Fri May 03 01:04:04 GMT 2024","4539","tests.main","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"passed","Fri May 03 01:03:08 GMT 2024","Fri May 03 01:03:08 GMT 2024","52","tests.main","test_main_page","TestMainPage","","","TC 015 - Проверка функциональности ссылки 'telephone number'",""
"skipped","Fri May 03 00:57:55 GMT 2024","Fri May 03 00:57:55 GMT 2024","334","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 009-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-166-5000-2500-4990-5480-https://sandboxtest.stroyrem-nn.ru/]",""
"failed","Fri May 03 01:12:16 GMT 2024","Fri May 03 01:12:27 GMT 2024","11181","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_3500_to_4999rub_smoke",""
"passed","Fri May 03 01:10:08 GMT 2024","Fri May 03 01:10:16 GMT 2024","7780","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_0_to_49rub_smoke",""
"passed","Fri May 03 01:15:03 GMT 2024","Fri May 03 01:15:13 GMT 2024","10861","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_7500_to_9999rub_smoke",""
"passed","Fri May 03 01:14:41 GMT 2024","Fri May 03 01:14:52 GMT 2024","11050","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_7500_to_9999rub_smoke",""
"passed","Fri May 03 01:18:28 GMT 2024","Fri May 03 01:18:41 GMT 2024","13278","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"skipped","Fri May 03 00:57:50 GMT 2024","Fri May 03 00:57:51 GMT 2024","469","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 005-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-16-500-600-1590-2190-https://sandboxtest.stroyrem-nn.ru/]",""
"passed","Fri May 03 01:00:11 GMT 2024","Fri May 03 01:00:18 GMT 2024","6741","tests.main","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"skipped","Fri May 03 01:11:34 GMT 2024","Fri May 03 01:11:41 GMT 2024","6801","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_15000_and_above_smoke",""
"passed","Fri May 03 01:08:52 GMT 2024","Fri May 03 01:09:00 GMT 2024","7893","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_7500_9999rub_smoke",""
"passed","Fri May 03 01:01:47 GMT 2024","Fri May 03 01:01:48 GMT 2024","1043","tests.main","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
