"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 19 00:58:33 GMT 2024","Tue Mar 19 00:58:42 GMT 2024","9156","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_10000_14999rub_smoke",""
"failed","Tue Mar 19 01:00:03 GMT 2024","Tue Mar 19 01:00:11 GMT 2024","8017","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_3500_4999rub_smoke",""
"passed","Tue Mar 19 01:00:18 GMT 2024","Tue Mar 19 01:00:27 GMT 2024","8826","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_50_3499rub_smoke",""
"skipped","Tue Mar 19 00:52:18 GMT 2024","Tue Mar 19 00:52:19 GMT 2024","399","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 018 Доставка товара весом до 500кг. в синей зоне",""
"passed","Tue Mar 19 01:07:37 GMT 2024","Tue Mar 19 01:07:48 GMT 2024","10504","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_7500_to_9999rub_smoke",""
"passed","Tue Mar 19 01:06:38 GMT 2024","Tue Mar 19 01:06:49 GMT 2024","10784","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_50_to_3499rub_smoke",""
"skipped","Tue Mar 19 00:48:15 GMT 2024","Tue Mar 19 00:48:15 GMT 2024","0","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"passed","Tue Mar 19 01:04:17 GMT 2024","Tue Mar 19 01:04:25 GMT 2024","7647","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_10000_to_14999rub_smoke",""
"passed","Tue Mar 19 01:06:59 GMT 2024","Tue Mar 19 01:07:09 GMT 2024","10752","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_50_to_3499rub_smoke",""
"skipped","Tue Mar 19 00:52:16 GMT 2024","Tue Mar 19 00:52:16 GMT 2024","289","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 016 Доставка товара весом до 300кг. в синей зоне",""
"skipped","Tue Mar 19 01:04:30 GMT 2024","Tue Mar 19 01:04:36 GMT 2024","6423","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_15000_and_above_smoke",""
"passed","Tue Mar 19 01:09:49 GMT 2024","Tue Mar 19 01:09:55 GMT 2024","5874","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"passed","Tue Mar 19 00:55:21 GMT 2024","Tue Mar 19 00:55:22 GMT 2024","947","tests.main","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"passed","Tue Mar 19 01:10:35 GMT 2024","Tue Mar 19 01:10:42 GMT 2024","6427","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"skipped","Tue Mar 19 00:50:57 GMT 2024","Tue Mar 19 00:51:13 GMT 2024","15789","tests.catalog","test_catalog_page","TestCatalogPage","","","010_positive_display_item_status_in_stock_plaster_mixtures_smoke",""
"skipped","Tue Mar 19 00:52:07 GMT 2024","Tue Mar 19 00:52:08 GMT 2024","548","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 010-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-206-6200-2900-5570-6120-https://sandboxtest.stroyrem-nn.ru/]",""
"skipped","Tue Mar 19 00:57:22 GMT 2024","Tue Mar 19 00:57:23 GMT 2024","1514","tests.main","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"skipped","Tue Mar 19 00:52:51 GMT 2024","Tue Mar 19 00:53:08 GMT 2024","17020","tests.main","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
"passed","Tue Mar 19 00:56:16 GMT 2024","Tue Mar 19 00:56:21 GMT 2024","4705","tests.main","test_main_page","TestMainPage","","","TC 013 - Проверка функциональности ссылки 'Новинки'",""
"passed","Tue Mar 19 00:56:06 GMT 2024","Tue Mar 19 00:56:09 GMT 2024","3681","tests.main","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"passed","Tue Mar 19 00:57:59 GMT 2024","Tue Mar 19 00:58:07 GMT 2024","8233","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"passed","Tue Mar 19 00:56:27 GMT 2024","Tue Mar 19 00:56:32 GMT 2024","4834","tests.main","test_main_page","TestMainPage","","","TC 013 - Проверка функциональности ссылки 'Новинки'",""
"passed","Tue Mar 19 00:53:52 GMT 2024","Tue Mar 19 00:53:58 GMT 2024","5710","tests.main","test_main_page","TestMainPage","","","TC 004 - Функционал блока 'Советы от профессионалов ремонта'",""
"skipped","Tue Mar 19 01:08:18 GMT 2024","Tue Mar 19 01:08:36 GMT 2024","18226","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта mail.ru",""
"skipped","Tue Mar 19 00:52:23 GMT 2024","Tue Mar 19 00:52:24 GMT 2024","291","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 022 Доставка товара весом до 5000кг. в синей зоне",""
"skipped","Tue Mar 19 01:08:43 GMT 2024","Tue Mar 19 01:09:01 GMT 2024","17929","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта OK.ru",""
"skipped","Tue Mar 19 00:57:30 GMT 2024","Tue Mar 19 00:57:31 GMT 2024","1428","tests.main","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"skipped","Tue Mar 19 00:53:15 GMT 2024","Tue Mar 19 00:53:32 GMT 2024","16739","tests.main","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
"skipped","Tue Mar 19 00:52:28 GMT 2024","Tue Mar 19 00:52:28 GMT 2024","286","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 025 Доставка товара весом до 10000кг. в синей зоне",""
"passed","Tue Mar 19 01:02:52 GMT 2024","Tue Mar 19 01:03:00 GMT 2024","7643","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_0_to_49rub_smoke",""
"skipped","Tue Mar 19 01:09:48 GMT 2024","Tue Mar 19 01:09:48 GMT 2024","139","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью формы авторизации",""
"skipped","Tue Mar 19 01:01:09 GMT 2024","Tue Mar 19 01:01:27 GMT 2024","18348","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_5000_7499rub_smoke",""
"skipped","Tue Mar 19 00:52:21 GMT 2024","Tue Mar 19 00:52:21 GMT 2024","285","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 020 Доставка товара весом до 2000кг. в синей зоне",""
"passed","Tue Mar 19 01:10:30 GMT 2024","Tue Mar 19 01:10:34 GMT 2024","4607","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"skipped","Tue Mar 19 00:51:14 GMT 2024","Tue Mar 19 00:51:37 GMT 2024","22383","tests.catalog","test_catalog_page","TestCatalogPage","","","011_positive_display_item_status_latest__plaster_mixtures_smoke",""
"passed","Tue Mar 19 01:01:37 GMT 2024","Tue Mar 19 01:01:45 GMT 2024","8225","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_7500_9999rub_smoke",""
"passed","Tue Mar 19 00:56:59 GMT 2024","Tue Mar 19 00:56:59 GMT 2024","44","tests.main","test_main_page","TestMainPage","","","TC 015 - Проверка функциональности ссылки 'telephone number'",""
"skipped","Tue Mar 19 01:06:09 GMT 2024","Tue Mar 19 01:06:30 GMT 2024","21399","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_5000_to_7499rub_smoke",""
"passed","Tue Mar 19 01:03:43 GMT 2024","Tue Mar 19 01:03:52 GMT 2024","8578","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_there_is_no_discount_for_unauthorized_customer_red_prices_smoke",""
"passed","Tue Mar 19 01:10:22 GMT 2024","Tue Mar 19 01:10:29 GMT 2024","7284","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
