"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 22 00:56:30 GMT 2024","Fri Mar 22 00:56:30 GMT 2024","76","tests.main","test_main_page","TestMainPage","","","TC 014 - Проверка функциональности ссылки 'Оплатить заказ'",""
"passed","Fri Mar 22 00:55:01 GMT 2024","Fri Mar 22 00:55:02 GMT 2024","1157","tests.main","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"broken","Fri Mar 22 00:48:27 GMT 2024","Fri Mar 22 00:48:44 GMT 2024","16673","tests.catalog","test_catalog_page","TestCatalogPage","","","003_positive_pic_stroymateriali_smoke(catalog)",""
"passed","Fri Mar 22 01:07:14 GMT 2024","Fri Mar 22 01:07:25 GMT 2024","11004","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_7500_to_9999rub_smoke",""
"skipped","Fri Mar 22 00:54:17 GMT 2024","Fri Mar 22 00:54:17 GMT 2024","26","tests.main","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"skipped","Fri Mar 22 00:52:05 GMT 2024","Fri Mar 22 00:52:06 GMT 2024","289","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 018 Доставка товара весом до 500кг. в синей зоне",""
"skipped","Fri Mar 22 01:08:17 GMT 2024","Fri Mar 22 01:08:36 GMT 2024","18578","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта mail.ru",""
"passed","Fri Mar 22 00:55:46 GMT 2024","Fri Mar 22 00:55:49 GMT 2024","3443","tests.main","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"passed","Fri Mar 22 01:09:50 GMT 2024","Fri Mar 22 01:09:56 GMT 2024","6068","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"passed","Fri Mar 22 01:10:02 GMT 2024","Fri Mar 22 01:10:06 GMT 2024","4434","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"passed","Fri Mar 22 01:05:44 GMT 2024","Fri Mar 22 01:05:55 GMT 2024","10542","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_5000_to_7499rub_smoke",""
"passed","Fri Mar 22 00:49:42 GMT 2024","Fri Mar 22 00:49:47 GMT 2024","4375","tests.catalog","test_catalog_page","TestCatalogPage","","","007_positive_catalog_first_link_smoke",""
"skipped","Fri Mar 22 00:52:37 GMT 2024","Fri Mar 22 00:52:55 GMT 2024","17774","tests.main","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
"skipped","Fri Mar 22 01:01:04 GMT 2024","Fri Mar 22 01:01:23 GMT 2024","18345","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_5000_7499rub_smoke",""
"passed","Fri Mar 22 00:57:39 GMT 2024","Fri Mar 22 00:57:44 GMT 2024","4759","tests.main","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"passed","Fri Mar 22 00:50:27 GMT 2024","Fri Mar 22 00:50:44 GMT 2024","17135","tests.catalog","test_catalog_page","TestCatalogPage","","","010_positive_display_item_status_in_stock_plaster_mixtures_smoke",""
"skipped","Fri Mar 22 00:58:58 GMT 2024","Fri Mar 22 00:59:05 GMT 2024","6629","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_15000rub_and_above_smoke",""
