"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 13 01:04:56 GMT 2024","Sat Jan 13 01:05:07 GMT 2024","10357","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_10000_14999rub_smoke",""
"passed","Sat Jan 13 01:09:43 GMT 2024","Sat Jan 13 01:09:55 GMT 2024","12104","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_7500_9999rub_smoke",""
"passed","Sat Jan 13 00:59:48 GMT 2024","Sat Jan 13 00:59:50 GMT 2024","2101","tests.main","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"skipped","Sat Jan 13 01:18:40 GMT 2024","Sat Jan 13 01:18:45 GMT 2024","4956","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта ya.ru",""
"skipped","Sat Jan 13 00:56:25 GMT 2024","Sat Jan 13 00:56:25 GMT 2024","514","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 015 Доставка товара весом до 30кг. в синей зоне",""
"skipped","Sat Jan 13 01:03:18 GMT 2024","Sat Jan 13 01:03:20 GMT 2024","1987","tests.main","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"passed","Sat Jan 13 01:16:43 GMT 2024","Sat Jan 13 01:16:43 GMT 2024","163","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Проверка открытия тултипа с кнопками 'Войти' и 'Регистрация' и открытия окна авторизации",""
"passed","Sat Jan 13 01:01:34 GMT 2024","Sat Jan 13 01:01:37 GMT 2024","2953","tests.main","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"passed","Sat Jan 13 01:19:54 GMT 2024","Sat Jan 13 01:20:04 GMT 2024","9430","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"passed","Sat Jan 13 01:16:32 GMT 2024","Sat Jan 13 01:16:34 GMT 2024","1431","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Переход со окна авторизации на главную страницу по клику на логотипе Стройрем",""
"passed","Sat Jan 13 01:16:11 GMT 2024","Sat Jan 13 01:16:23 GMT 2024","11445","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_7500_to_9999rub_smoke",""
"skipped","Sat Jan 13 00:54:12 GMT 2024","Sat Jan 13 00:54:36 GMT 2024","24344","tests.catalog","test_catalog_page","TestCatalogPage","","","008_positive_cost_plaster_mixtures_smoke",""
"skipped","Sat Jan 13 00:59:28 GMT 2024","Sat Jan 13 00:59:28 GMT 2024","28","tests.main","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"passed","Sat Jan 13 00:56:44 GMT 2024","Sat Jan 13 00:56:52 GMT 2024","8325","tests.main","test_main_page","TestMainPage","","","TC 002 - проверка title на главной странице",""
"passed","Sat Jan 13 00:58:41 GMT 2024","Sat Jan 13 00:58:49 GMT 2024","8017","tests.main","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Sat Jan 13 00:56:53 GMT 2024","Sat Jan 13 00:57:01 GMT 2024","8118","tests.main","test_main_page","TestMainPage","","","TC 002 - проверка title на главной странице",""
"passed","Sat Jan 13 00:58:23 GMT 2024","Sat Jan 13 00:58:32 GMT 2024","8606","tests.main","test_main_page","TestMainPage","","","TC 004 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Sat Jan 13 01:08:56 GMT 2024","Sat Jan 13 01:09:05 GMT 2024","9228","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_7500_9999rub_smoke",""
"skipped","Sat Jan 13 00:52:10 GMT 2024","Sat Jan 13 00:52:10 GMT 2024","0","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"broken","Sat Jan 13 00:52:31 GMT 2024","Sat Jan 13 00:52:47 GMT 2024","16646","tests.catalog","test_catalog_page","TestCatalogPage","","","003_positive_pic_stroymateriali_smoke(catalog)",""
"passed","Sat Jan 13 01:10:53 GMT 2024","Sat Jan 13 01:11:03 GMT 2024","9737","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_there_is_no_discount_for_unauthorized_customer_red_prices_smoke",""
