"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Feb 09 00:48:37 GMT 2024","Fri Feb 09 00:48:52 GMT 2024","15193","tests.catalog","test_catalog_page","TestCatalogPage","","","007_positive_catalog_first_link_smoke",""
"skipped","Fri Feb 09 00:58:57 GMT 2024","Fri Feb 09 00:59:14 GMT 2024","16252","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_15000rub_and_above_smoke",""
"skipped","Fri Feb 09 00:47:18 GMT 2024","Fri Feb 09 00:47:18 GMT 2024","0","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"passed","Fri Feb 09 01:11:31 GMT 2024","Fri Feb 09 01:11:44 GMT 2024","12712","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"skipped","Fri Feb 09 00:51:12 GMT 2024","Fri Feb 09 00:51:12 GMT 2024","352","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 018 Доставка товара весом до 500кг. в синей зоне",""
"skipped","Fri Feb 09 00:51:04 GMT 2024","Fri Feb 09 00:51:04 GMT 2024","620","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 012-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-333-10000-4450-11990-12500-https://sandboxtest.stroyrem-nn.ru/]",""
"skipped","Fri Feb 09 00:51:21 GMT 2024","Fri Feb 09 00:51:21 GMT 2024","345","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 025 Доставка товара весом до 10000кг. в синей зоне",""
"skipped","Fri Feb 09 00:50:49 GMT 2024","Fri Feb 09 00:50:49 GMT 2024","504","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 001-products/uroven---uglomer-elektronnyj-kapro-992-1-30-0-1590-2190-https://sandboxtest.stroyrem-nn.ru/]",""
"skipped","Fri Feb 09 00:53:31 GMT 2024","Fri Feb 09 00:53:31 GMT 2024","27","tests.main","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"passed","Fri Feb 09 00:55:56 GMT 2024","Fri Feb 09 00:55:56 GMT 2024","78","tests.main","test_main_page","TestMainPage","","","TC 014 - Проверка функциональности ссылки 'Оплатить заказ'",""
"broken","Fri Feb 09 00:47:02 GMT 2024","Fri Feb 09 00:47:18 GMT 2024","16660","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"skipped","Fri Feb 09 00:51:15 GMT 2024","Fri Feb 09 00:51:15 GMT 2024","347","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 020 Доставка товара весом до 2000кг. в синей зоне",""
"passed","Fri Feb 09 01:03:46 GMT 2024","Fri Feb 09 01:03:54 GMT 2024","8759","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_there_is_no_discount_for_unauthorized_customer_red_prices_smoke",""
"skipped","Fri Feb 09 00:51:08 GMT 2024","Fri Feb 09 00:51:08 GMT 2024","347","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 015 Доставка товара весом до 30кг. в синей зоне",""
"skipped","Fri Feb 09 00:51:09 GMT 2024","Fri Feb 09 00:51:10 GMT 2024","460","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 016 Доставка товара весом до 300кг. в синей зоне",""
"passed","Fri Feb 09 00:57:02 GMT 2024","Fri Feb 09 00:57:06 GMT 2024","4427","tests.main","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"skipped","Fri Feb 09 00:47:18 GMT 2024","Fri Feb 09 00:47:18 GMT 2024","0","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"skipped","Fri Feb 09 01:08:44 GMT 2024","Fri Feb 09 01:09:09 GMT 2024","24638","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта mail.ru",""
"skipped","Fri Feb 09 00:51:13 GMT 2024","Fri Feb 09 00:51:14 GMT 2024","332","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 019 Доставка товара весом до 1700кг. в синей зоне",""
"skipped","Fri Feb 09 01:06:26 GMT 2024","Fri Feb 09 01:06:47 GMT 2024","21401","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_5000_to_7499rub_smoke",""
"passed","Fri Feb 09 00:59:59 GMT 2024","Fri Feb 09 01:00:08 GMT 2024","8849","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_50_3499rub_smoke",""
"skipped","Fri Feb 09 01:04:40 GMT 2024","Fri Feb 09 01:04:47 GMT 2024","7123","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_15000_and_above_smoke",""
"passed","Fri Feb 09 00:56:35 GMT 2024","Fri Feb 09 00:56:36 GMT 2024","1209","tests.main","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"passed","Fri Feb 09 00:52:49 GMT 2024","Fri Feb 09 00:52:56 GMT 2024","6546","tests.main","test_main_page","TestMainPage","","","TC 004 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Fri Feb 09 00:48:24 GMT 2024","Fri Feb 09 00:48:28 GMT 2024","4474","tests.catalog","test_catalog_page","TestCatalogPage","","","007_positive_catalog_first_link_smoke",""
"passed","Fri Feb 09 00:56:27 GMT 2024","Fri Feb 09 00:56:28 GMT 2024","1398","tests.main","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"skipped","Fri Feb 09 00:50:08 GMT 2024","Fri Feb 09 00:50:31 GMT 2024","23149","tests.catalog","test_catalog_page","TestCatalogPage","","","011_positive_display_item_status_latest__plaster_mixtures_smoke",""
"passed","Fri Feb 09 00:54:04 GMT 2024","Fri Feb 09 00:54:04 GMT 2024","132","tests.main","test_main_page","TestMainPage","","","TC 008 - Проверка функциональности ссылки 'Каталог товаров'",""
"passed","Fri Feb 09 00:54:28 GMT 2024","Fri Feb 09 00:54:29 GMT 2024","1005","tests.main","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"passed","Fri Feb 09 00:57:46 GMT 2024","Fri Feb 09 00:57:55 GMT 2024","8982","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"skipped","Fri Feb 09 00:51:05 GMT 2024","Fri Feb 09 00:51:06 GMT 2024","355","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 013-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-366-11000-4800-12450-13480-https://sandboxtest.stroyrem-nn.ru/]",""
